Date,signal,short_mavg,long_mavg,positions
2022-03-31 00:00:00-04:00,1.0,363.4622294108073,302.8137316894531,0.0
2022-04-01 00:00:00-04:00,1.0,361.7977803548177,306.4766650390625,0.0
2022-04-04 00:00:00-04:00,1.0,367.51556396484375,310.1435986328125,0.0
2022-04-05 00:00:00-04:00,1.0,369.03333536783856,313.168798828125,0.0
2022-04-06 00:00:00-04:00,1.0,364.71889241536456,315.3803991699219,0.0
2022-04-07 00:00:00-04:00,1.0,354.9200032552083,318.28666625976564,0.0
2022-04-08 00:00:00-04:00,1.0,347.6122233072917,320.782666015625,0.0
2022-04-11 00:00:00-04:00,1.0,339.85333251953125,323.06733276367186,0.0
2022-04-12 00:00:00-04:00,1.0,332.0411071777344,325.2346667480469,0.0
2022-04-13 00:00:00-04:00,1.0,331.69444783528644,327.41333374023435,0.0
2022-04-14 00:00:00-04:00,1.0,332.7022298177083,329.36933471679686,0.0
2022-04-18 00:00:00-04:00,1.0,334.62889607747394,332.15520141601564,0.0
2022-04-19 00:00:00-04:00,0.0,335.2711181640625,335.6456018066406,-1.0
2022-04-20 00:00:00-04:00,0.0,334.4044494628906,337.9830688476562,0.0
2022-04-21 00:00:00-04:00,0.0,334.90334065755206,340.23040283203125,0.0
2022-04-22 00:00:00-04:00,0.0,332.336669921875,342.009736328125,0.0
2022-04-25 00:00:00-04:00,0.0,334.65000406901044,343.2448034667969,0.0
2022-04-26 00:00:00-04:00,0.0,319.94333902994794,342.64827026367186,0.0
2022-04-27 00:00:00-04:00,0.0,306.2166748046875,341.1486706542969,0.0
2022-04-28 00:00:00-04:00,0.0,292.82667032877606,339.52733642578124,0.0
2022-04-29 00:00:00-04:00,0.0,292.19777425130206,337.6185363769531,0.0
2022-05-02 00:00:00-04:00,0.0,294.5788879394531,336.18253662109373,0.0
2022-05-03 00:00:00-04:00,0.0,298.1055603027344,333.7480041503906,0.0
2022-05-04 00:00:00-04:00,0.0,307.2011210123698,331.7886706542969,0.0
2022-05-05 00:00:00-04:00,0.0,303.9055582682292,328.84587036132814,0.0
2022-05-06 00:00:00-04:00,0.0,299.0611063639323,326.0198693847656,0.0
2022-05-09 00:00:00-04:00,0.0,280.6711018880208,322.05346923828125,0.0
2022-05-10 00:00:00-04:00,0.0,272.5333251953125,317.44800170898435,0.0
2022-05-11 00:00:00-04:00,0.0,257.9055531819661,312.6845355224609,0.0
2022-05-12 00:00:00-04:00,0.0,251.33777872721353,308.44773559570314,0.0
2022-05-13 00:00:00-04:00,0.0,247.9544474283854,304.6121350097656,0.0
2022-05-16 00:00:00-04:00,0.0,246.8844451904297,300.5972021484375,0.0
2022-05-17 00:00:00-04:00,0.0,250.61888631184897,297.73960205078123,0.0
2022-05-18 00:00:00-04:00,0.0,243.9766642252604,294.0444018554688,0.0
2022-05-19 00:00:00-04:00,0.0,242.3155517578125,289.8717346191406,0.0
2022-05-20 00:00:00-04:00,0.0,231.4588877360026,285.59040100097656,0.0
2022-05-23 00:00:00-04:00,0.0,227.57999674479166,281.1985339355469,0.0
2022-05-24 00:00:00-04:00,0.0,218.55111185709634,275.8653338623047,0.0
2022-05-25 00:00:00-04:00,0.0,217.98444620768228,271.62000061035155,0.0
2022-05-26 00:00:00-04:00,0.0,221.6322275797526,267.60600036621094,0.0
2022-05-27 00:00:00-04:00,0.0,236.24000549316406,264.3337341308594,0.0
2022-05-31 00:00:00-04:00,0.0,247.2911122639974,261.13693359375,0.0
2022-06-01 00:00:00-04:00,0.0,250.91777547200522,259.3229327392578,0.0
2022-06-02 00:00:00-04:00,0.0,252.62555440266928,257.9027996826172,0.0
2022-06-03 00:00:00-04:00,0.0,246.54666646321616,255.58333312988282,0.0
2022-06-06 00:00:00-04:00,0.0,243.71000162760416,253.50440002441405,0.0
2022-06-07 00:00:00-04:00,0.0,237.22777811686197,251.02066650390626,0.0
2022-06-08 00:00:00-04:00,0.0,239.6777801513672,248.57199951171876,0.0
2022-06-09 00:00:00-04:00,0.0,240.15333557128906,245.45866577148436,0.0
2022-06-10 00:00:00-04:00,0.0,237.93444315592447,243.10413269042968,0.0
2022-06-13 00:00:00-04:00,0.0,229.2244415283203,240.1915997314453,0.0
2022-06-14 00:00:00-04:00,0.0,222.95221964518228,238.53239990234374,0.0
2022-06-15 00:00:00-04:00,0.0,223.2088877360026,237.1852001953125,0.0
2022-06-16 00:00:00-04:00,0.0,222.3300018310547,235.92253356933594,0.0
2022-06-17 00:00:00-04:00,0.0,220.95333353678384,234.88626647949218,0.0
2022-06-21 00:00:00-04:00,0.0,222.29888916015625,234.106533203125,0.0
2022-06-22 00:00:00-04:00,0.0,229.96111043294272,233.8917333984375,0.0
2022-06-23 00:00:00-04:00,1.0,236.06444803873697,233.13973388671874,1.0
2022-06-24 00:00:00-04:00,1.0,238.9544474283854,233.5038671875,0.0
2022-06-27 00:00:00-04:00,1.0,241.89889017740884,233.84173400878908,0.0
2022-06-28 00:00:00-04:00,1.0,241.09666442871094,234.29626708984375,0.0
2022-06-29 00:00:00-04:00,1.0,235.35777791341147,234.43720092773438,0.0
2022-06-30 00:00:00-04:00,0.0,228.54222106933594,235.04066711425781,-1.0
2022-07-01 00:00:00-04:00,0.0,226.74222310384116,235.3472003173828,0.0
2022-07-05 00:00:00-04:00,0.0,228.2677764892578,235.233466796875,0.0
2022-07-06 00:00:00-04:00,0.0,230.68777974446616,234.37440002441406,0.0
2022-07-07 00:00:00-04:00,1.0,236.4477793375651,234.04600036621093,1.0
2022-07-08 00:00:00-04:00,1.0,242.34666951497397,234.20493408203126,0.0
2022-07-11 00:00:00-04:00,1.0,243.21666971842447,233.24533386230468,0.0
2022-07-12 00:00:00-04:00,1.0,239.39222717285156,233.1874676513672,0.0
2022-07-13 00:00:00-04:00,1.0,234.81777954101562,233.13786743164061,0.0
2022-07-14 00:00:00-04:00,1.0,236.14111328125,233.11493408203125,0.0
2022-07-15 00:00:00-04:00,1.0,238.47333272298178,233.04293395996095,0.0
2022-07-18 00:00:00-04:00,1.0,239.64222208658853,233.07653381347657,0.0
2022-07-19 00:00:00-04:00,1.0,242.0477752685547,233.6085339355469,0.0
2022-07-20 00:00:00-04:00,1.0,244.52555338541666,234.8790673828125,0.0
2022-07-21 00:00:00-04:00,1.0,254.91222127278647,236.91173400878907,0.0
2022-07-22 00:00:00-04:00,1.0,263.81667073567706,238.48146789550782,0.0
2022-07-25 00:00:00-04:00,1.0,270.79444376627606,240.69480041503905,0.0
2022-07-26 00:00:00-04:00,1.0,266.51221720377606,242.3788000488281,0.0
2022-07-27 00:00:00-04:00,1.0,267.37110392252606,243.8901336669922,0.0
2022-07-28 00:00:00-04:00,1.0,271.5266621907552,245.68266662597657,0.0
2022-07-29 00:00:00-04:00,1.0,284.2899983723958,248.16586608886718,0.0
2022-08-01 00:00:00-04:00,1.0,291.7755533854167,250.22866638183595,0.0
2022-08-02 00:00:00-04:00,1.0,298.33777872721356,252.45533325195314,0.0
2022-08-03 00:00:00-04:00,1.0,301.7533365885417,255.44466674804687,0.0
2022-08-04 00:00:00-04:00,1.0,305.5388895670573,258.65039978027346,0.0
2022-08-05 00:00:00-04:00,1.0,301.40000406901044,261.1982672119141,0.0
2022-08-08 00:00:00-04:00,1.0,295.7422281901042,263.72466735839845,0.0
2022-08-09 00:00:00-04:00,1.0,287.30889892578125,265.73533447265623,0.0
2022-08-10 00:00:00-04:00,1.0,289.37111409505206,268.2402673339844,0.0
2022-08-11 00:00:00-04:00,1.0,288.10666910807294,269.9237341308594,0.0
2022-08-12 00:00:00-04:00,1.0,293.67222086588544,271.89440063476565,0.0
2022-08-15 00:00:00-04:00,1.0,298.6600036621094,274.8934674072266,0.0
2022-08-16 00:00:00-04:00,1.0,305.304443359375,277.8332000732422,0.0
2022-08-17 00:00:00-04:00,1.0,306.6266682942708,280.51146728515624,0.0
2022-08-18 00:00:00-04:00,1.0,304.47666422526044,283.09373352050784,0.0
2022-08-19 00:00:00-04:00,1.0,301.1777750651042,285.35773315429685,0.0
2022-08-22 00:00:00-04:00,1.0,296.4833272298177,287.33239990234375,0.0
